query,dataset,run_number,listener_register_time
query92.sql,tpcds,7,13.95
query93.sql,tpcds,7,27.55
query94.sql,tpcds,7,20.11
query95.sql,tpcds,7,25.11
query96.sql,tpcds,7,11.92
query97.sql,tpcds,7,19.96
query98.sql,tpcds,7,15.01
query99.sql,tpcds,7,13.95
1.sql,tpch,8,31.90
10.sql,tpch,8,22.03
11.sql,tpch,8,11.74
12.sql,tpch,8,18.00
13.sql,tpch,8,19.46
14.sql,tpch,8,14.49
15.sql,tpch,8,17.42
16.sql,tpch,8,18.59
17.sql,tpch,8,33.29
18.sql,tpch,8,32.68
19.sql,tpch,8,15.50
2.sql,tpch,8,15.32
20.sql,tpch,8,16.43
21.sql,tpch,8,32.47
22.sql,tpch,8,15.54
3.sql,tpch,8,19.32
4.sql,tpch,8,22.69
5.sql,tpch,8,31.18
6.sql,tpch,8,11.64
7.sql,tpch,8,26.33
8.sql,tpch,8,23.59
9.sql,tpch,8,30.19
query1.sql,tpcds,8,15.82
query10.sql,tpcds,8,15.82
query11.sql,tpcds,8,29.56
query12.sql,tpcds,8,14.42
query13.sql,tpcds,8,14.49
query14.sql,tpcds,8,8.50
query15.sql,tpcds,8,13.81
query16.sql,tpcds,8,16.00
query17.sql,tpcds,8,30.14
query18.sql,tpcds,8,15.92
query19.sql,tpcds,8,14.23
query2.sql,tpcds,8,15.16
query20.sql,tpcds,8,13.89
query21.sql,tpcds,8,13.82
query22.sql,tpcds,8,13.87
query23.sql,tpcds,8,8.50
query24.sql,tpcds,8,8.16
query25.sql,tpcds,8,29.88
query26.sql,tpcds,8,14.38
query27.sql,tpcds,8,15.57
query28.sql,tpcds,8,19.63
query29.sql,tpcds,8,29.99
query3.sql,tpcds,8,12.94
query30.sql,tpcds,8,8.23
query31.sql,tpcds,8,19.69
query32.sql,tpcds,8,13.96
query33.sql,tpcds,8,16.07
query34.sql,tpcds,8,14.06
query35.sql,tpcds,8,17.02
query36.sql,tpcds,8,14.77
query37.sql,tpcds,8,15.37
query38.sql,tpcds,8,20.85
query39.sql,tpcds,8,8.09
query4.sql,tpcds,8,38.60
query40.sql,tpcds,8,19.60
query41.sql,tpcds,8,10.11
query42.sql,tpcds,8,12.68
query43.sql,tpcds,8,13.17
query44.sql,tpcds,8,15.07
query45.sql,tpcds,8,13.99
query46.sql,tpcds,8,14.97
query47.sql,tpcds,8,18.85
query48.sql,tpcds,8,14.61
query49.sql,tpcds,8,20.73
query5.sql,tpcds,8,19.44
query50.sql,tpcds,8,21.74
query51.sql,tpcds,8,23.09
query52.sql,tpcds,8,12.93
query53.sql,tpcds,8,13.73
query54.sql,tpcds,8,17.70
query55.sql,tpcds,8,13.51
query56.sql,tpcds,8,16.22
query57.sql,tpcds,8,15.18
query58.sql,tpcds,8,16.29
query59.sql,tpcds,8,16.63
query6.sql,tpcds,8,21.67
query60.sql,tpcds,8,16.46
query61.sql,tpcds,8,10.48
query62.sql,tpcds,8,14.60
query63.sql,tpcds,8,13.94
query64.sql,tpcds,8,38.06
query65.sql,tpcds,8,18.65
query66.sql,tpcds,8,15.88
query67.sql,tpcds,8,8.12
query68.sql,tpcds,8,14.87
query69.sql,tpcds,8,12.01
query7.sql,tpcds,8,14.72
query70.sql,tpcds,8,15.67
query71.sql,tpcds,8,15.67
query72.sql,tpcds,8,36.64
query73.sql,tpcds,8,14.20
query74.sql,tpcds,8,27.46
query75.sql,tpcds,8,24.46
query76.sql,tpcds,8,14.69
query77.sql,tpcds,8,17.22
query78.sql,tpcds,8,37.73
query79.sql,tpcds,8,14.74
query8.sql,tpcds,8,14.79
query80.sql,tpcds,8,37.34
query81.sql,tpcds,8,14.98
query82.sql,tpcds,8,16.35
query83.sql,tpcds,8,14.36
query84.sql,tpcds,8,14.17
query85.sql,tpcds,8,17.92
query86.sql,tpcds,8,13.26
query87.sql,tpcds,8,20.41
query88.sql,tpcds,8,17.38
query89.sql,tpcds,8,14.79
query9.sql,tpcds,8,14.85
query90.sql,tpcds,8,12.72
query91.sql,tpcds,8,12.84
query92.sql,tpcds,8,14.73
query93.sql,tpcds,8,29.05
query94.sql,tpcds,8,19.49
query95.sql,tpcds,8,24.82
query96.sql,tpcds,8,12.00
query97.sql,tpcds,8,19.80
query98.sql,tpcds,8,13.77
query99.sql,tpcds,8,13.64
1.sql,tpch,9,32.12
10.sql,tpch,9,21.76
11.sql,tpch,9,12.34
12.sql,tpch,9,17.77
13.sql,tpch,9,18.84
14.sql,tpch,9,14.53
15.sql,tpch,9,16.78
16.sql,tpch,9,18.20
17.sql,tpch,9,33.31
18.sql,tpch,9,33.43
19.sql,tpch,9,14.58
2.sql,tpch,9,15.35
20.sql,tpch,9,16.59
21.sql,tpch,9,33.91
22.sql,tpch,9,15.73
3.sql,tpch,9,19.93
4.sql,tpch,9,18.62
5.sql,tpch,9,34.99
6.sql,tpch,9,11.75
7.sql,tpch,9,28.20
8.sql,tpch,9,23.95
9.sql,tpch,9,31.17
query1.sql,tpcds,9,15.66
query10.sql,tpcds,9,15.95
query11.sql,tpcds,9,28.57
query12.sql,tpcds,9,14.19
query13.sql,tpcds,9,13.94
query14.sql,tpcds,9,8.08
query15.sql,tpcds,9,14.62
query16.sql,tpcds,9,16.04
query17.sql,tpcds,9,28.85
query18.sql,tpcds,9,15.89
query19.sql,tpcds,9,14.09
query2.sql,tpcds,9,14.96
query20.sql,tpcds,9,13.58
query21.sql,tpcds,9,12.69
query22.sql,tpcds,9,14.73
query23.sql,tpcds,9,8.48
query24.sql,tpcds,9,8.15
query25.sql,tpcds,9,29.96
query26.sql,tpcds,9,14.83
query27.sql,tpcds,9,14.83
query28.sql,tpcds,9,20.44
query29.sql,tpcds,9,29.71
query3.sql,tpcds,9,13.11
query30.sql,tpcds,9,8.52
query31.sql,tpcds,9,19.50
query32.sql,tpcds,9,14.01
query33.sql,tpcds,9,16.54
query34.sql,tpcds,9,13.89
query35.sql,tpcds,9,16.90
query36.sql,tpcds,9,13.79
query37.sql,tpcds,9,15.10
query38.sql,tpcds,9,19.34
query39.sql,tpcds,9,7.92
query4.sql,tpcds,9,38.49
query40.sql,tpcds,9,19.69
query41.sql,tpcds,9,10.49
query42.sql,tpcds,9,12.40
query43.sql,tpcds,9,13.23
query44.sql,tpcds,9,15.94
query45.sql,tpcds,9,13.42
query46.sql,tpcds,9,14.91
query47.sql,tpcds,9,19.17
query48.sql,tpcds,9,14.47
query49.sql,tpcds,9,20.88
query5.sql,tpcds,9,19.87
query50.sql,tpcds,9,21.26
query51.sql,tpcds,9,23.74
query52.sql,tpcds,9,13.24
query53.sql,tpcds,9,13.97
query54.sql,tpcds,9,18.64
query55.sql,tpcds,9,13.21
query56.sql,tpcds,9,15.72
query57.sql,tpcds,9,14.75
query58.sql,tpcds,9,17.28
query59.sql,tpcds,9,16.40
query6.sql,tpcds,9,24.48
query60.sql,tpcds,9,16.34
query61.sql,tpcds,9,10.67
query62.sql,tpcds,9,14.26
query63.sql,tpcds,9,14.29
query64.sql,tpcds,9,38.32
query65.sql,tpcds,9,17.84
query66.sql,tpcds,9,15.99
query67.sql,tpcds,9,8.24
query68.sql,tpcds,9,14.78
query69.sql,tpcds,9,12.05
query7.sql,tpcds,9,15.15
query70.sql,tpcds,9,15.64
query71.sql,tpcds,9,15.25
query72.sql,tpcds,9,36.60
query73.sql,tpcds,9,14.99
query74.sql,tpcds,9,27.05
query75.sql,tpcds,9,25.17
query76.sql,tpcds,9,14.76
query77.sql,tpcds,9,16.97
query78.sql,tpcds,9,38.46
query79.sql,tpcds,9,14.52
query8.sql,tpcds,9,14.12
query80.sql,tpcds,9,35.41
query81.sql,tpcds,9,14.28
query82.sql,tpcds,9,16.59
query83.sql,tpcds,9,14.28
query84.sql,tpcds,9,13.98
query85.sql,tpcds,9,17.52
query86.sql,tpcds,9,13.45
query87.sql,tpcds,9,19.83
query88.sql,tpcds,9,16.79
query89.sql,tpcds,9,14.30
query9.sql,tpcds,9,19.93
query90.sql,tpcds,9,12.42
query91.sql,tpcds,9,12.79
query92.sql,tpcds,9,14.32
query93.sql,tpcds,9,30.13
query94.sql,tpcds,9,19.32
query95.sql,tpcds,9,26.56
query96.sql,tpcds,9,12.14
query97.sql,tpcds,9,19.94
query98.sql,tpcds,9,14.36
query99.sql,tpcds,9,13.83
